# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	1.247703e+00	6.273574e-01	6.203457e-01	4.674680e-02	5.356739e-01	-4.889271e-01	5.123005e-01	3.505830e-03	-6.591506e-04	-2.122901e-02	-1.127366e-02	-9.955356e-03
2             	1.370596e+00	6.901802e-01	6.804162e-01	5.511218e-02	5.821147e-01	-5.270025e-01	5.545586e-01	4.882019e-03	-4.795867e-04	-2.576106e-02	-1.336012e-02	-1.240095e-02
3             	1.191402e+00	5.987052e-01	5.926968e-01	6.978296e-02	5.078593e-01	-4.380764e-01	4.729679e-01	3.004207e-03	1.427154e-03	-1.975118e-02	-8.448435e-03	-1.130274e-02
4             	9.752880e-01	4.887898e-01	4.864983e-01	7.946635e-02	4.187262e-01	-3.392598e-01	3.789930e-01	1.145743e-03	2.621751e-03	-1.380109e-02	-4.278796e-03	-9.522298e-03
5             	7.793894e-01	3.885411e-01	3.908483e-01	9.066680e-02	3.408563e-01	-2.501895e-01	2.955229e-01	-1.153555e-03	3.699579e-03	-8.497799e-03	-5.493209e-04	-7.948478e-03
6             	6.261724e-01	3.109039e-01	3.152684e-01	1.056459e-01	2.847600e-01	-1.791141e-01	2.319370e-01	-2.182250e-03	3.397096e-03	-6.373273e-03	2.104600e-04	-6.583733e-03
7             	5.057346e-01	2.515497e-01	2.541849e-01	1.224329e-01	2.427594e-01	-1.203265e-01	1.815430e-01	-1.317598e-03	2.130401e-03	-8.358497e-03	-2.048848e-03	-6.309649e-03
8             	4.181637e-01	2.098168e-01	2.083470e-01	1.321755e-01	2.112416e-01	-7.906606e-02	1.451538e-01	7.349087e-04	-4.704373e-05	-1.324539e-02	-6.669740e-03	-6.575652e-03
9             	3.569215e-01	1.820916e-01	1.748299e-01	1.389720e-01	1.876606e-01	-4.868857e-02	1.181746e-01	3.630848e-03	-2.938136e-03	-2.035187e-02	-1.311407e-02	-7.237800e-03
10            	3.131855e-01	1.627235e-01	1.504620e-01	1.407047e-01	1.683805e-01	-2.767580e-02	9.802817e-02	6.130757e-03	-5.493307e-03	-2.571881e-02	-1.835271e-02	-7.366100e-03
11            	2.817724e-01	1.487898e-01	1.329826e-01	1.404005e-01	1.532806e-01	-1.288004e-02	8.308031e-02	7.903624e-03	-7.371901e-03	-2.883540e-02	-2.178960e-02	-7.045800e-03
12            	2.605671e-01	1.390870e-01	1.214801e-01	1.415153e-01	1.433447e-01	-1.829407e-03	7.258707e-02	8.803441e-03	-8.251566e-03	-2.982827e-02	-2.316570e-02	-6.662570e-03
13            	2.475821e-01	1.324118e-01	1.151703e-01	1.439218e-01	1.383752e-01	5.546555e-03	6.641434e-02	8.620753e-03	-8.108974e-03	-2.827534e-02	-2.224664e-02	-6.028694e-03
14            	2.403373e-01	1.280266e-01	1.123107e-01	1.469714e-01	1.366894e-01	1.028202e-02	6.320367e-02	7.857927e-03	-7.568442e-03	-2.591433e-02	-2.052561e-02	-5.388725e-03
15            	2.381024e-01	1.261944e-01	1.119080e-01	1.493395e-01	1.378429e-01	1.149656e-02	6.317318e-02	7.143208e-03	-7.364878e-03	-2.445898e-02	-1.959437e-02	-4.864613e-03
16            	2.378641e-01	1.257362e-01	1.121279e-01	1.511052e-01	1.399383e-01	1.116692e-02	6.438568e-02	6.804140e-03	-7.621106e-03	-2.468358e-02	-1.996290e-02	-4.720685e-03
17            	2.379831e-01	1.256893e-01	1.122938e-01	1.524891e-01	1.422567e-01	1.023243e-02	6.601212e-02	6.697745e-03	-8.459360e-03	-2.582236e-02	-2.137054e-02	-4.451820e-03
18            	2.378639e-01	1.250496e-01	1.128144e-01	1.533955e-01	1.443580e-01	9.037493e-03	6.766024e-02	6.117604e-03	-9.463052e-03	-2.574005e-02	-2.233307e-02	-3.406971e-03
19            	2.372904e-01	1.232964e-01	1.139941e-01	1.535424e-01	1.455508e-01	7.991672e-03	6.877955e-02	4.651134e-03	-9.806812e-03	-2.317757e-02	-2.139560e-02	-1.781973e-03
20            	2.364780e-01	1.211024e-01	1.153756e-01	1.528001e-01	1.456916e-01	7.108527e-03	6.929154e-02	2.863371e-03	-8.998001e-03	-1.922797e-02	-1.861198e-02	-6.159836e-04
21            	2.358845e-01	1.191865e-01	1.166979e-01	1.515472e-01	1.451601e-01	6.387028e-03	6.938655e-02	1.244305e-03	-7.314771e-03	-1.495851e-02	-1.479402e-02	-1.644824e-04
22            	2.348016e-01	1.174074e-01	1.173943e-01	1.501622e-01	1.438123e-01	6.349934e-03	6.873117e-02	6.535425e-06	-5.160657e-03	-1.115368e-02	-1.073750e-02	-4.161836e-04
23            	2.325494e-01	1.154207e-01	1.171287e-01	1.495037e-01	1.416819e-01	7.821800e-03	6.693007e-02	-8.539849e-04	-2.805234e-03	-8.064025e-03	-6.837247e-03	-1.226779e-03
24            	2.291974e-01	1.131975e-01	1.159999e-01	1.501700e-01	1.390558e-01	1.111427e-02	6.397075e-02	-1.401220e-03	-5.335986e-04	-5.860290e-03	-3.463744e-03	-2.396547e-03
25            	2.248043e-01	1.105189e-01	1.142853e-01	1.526863e-01	1.360970e-01	1.658926e-02	5.975389e-02	-1.883193e-03	1.354742e-03	-4.187988e-03	-7.392519e-04	-3.448736e-03
26            	2.207622e-01	1.079765e-01	1.127857e-01	1.561519e-01	1.334218e-01	2.273007e-02	5.534587e-02	-2.404609e-03	2.502117e-03	-2.953950e-03	1.025142e-03	-3.979092e-03
27            	2.176074e-01	1.058910e-01	1.117164e-01	1.595306e-01	1.312899e-01	2.824072e-02	5.152460e-02	-2.912712e-03	2.811893e-03	-2.144761e-03	1.739513e-03	-3.884274e-03
28            	2.153093e-01	1.044295e-01	1.108798e-01	1.622011e-01	1.297574e-01	3.244369e-02	4.865686e-02	-3.225183e-03	2.558218e-03	-1.761318e-03	1.677558e-03	-3.438877e-03
29            	2.136484e-01	1.034426e-01	1.102057e-01	1.645696e-01	1.289462e-01	3.562340e-02	4.666141e-02	-3.381552e-03	2.009718e-03	-1.516904e-03	1.251266e-03	-2.768170e-03
30            	2.121110e-01	1.025738e-01	1.095372e-01	1.668957e-01	1.287793e-01	3.811638e-02	4.533147e-02	-3.481716e-03	1.524161e-03	-1.210432e-03	9.189453e-04	-2.129377e-03
31            	2.103665e-01	1.014441e-01	1.089225e-01	1.690601e-01	1.290308e-01	4.002935e-02	4.450072e-02	-3.739201e-03	1.234840e-03	-4.699682e-04	9.998560e-04	-1.469824e-03
32            	2.080838e-01	9.990787e-02	1.081759e-01	1.707246e-01	1.292202e-01	4.150442e-02	4.385789e-02	-4.134019e-03	1.280809e-03	5.141203e-04	1.537870e-03	-1.023749e-03
33            	2.057033e-01	9.823608e-02	1.074673e-01	1.716056e-01	1.292483e-01	4.235721e-02	4.344557e-02	-4.615593e-03	1.460392e-03	1.674801e-03	2.297792e-03	-6.229909e-04
34            	2.034896e-01	9.664875e-02	1.068409e-01	1.721426e-01	1.291534e-01	4.298920e-02	4.308212e-02	-5.096061e-03	1.785346e-03	2.733409e-03	3.152050e-03	-4.186415e-04
35            	2.016568e-01	9.527502e-02	1.063817e-01	1.723101e-01	1.289148e-01	4.339522e-02	4.275981e-02	-5.553360e-03	2.040523e-03	3.739728e-03	3.910387e-03	-1.706591e-04
36            	2.004210e-01	9.417111e-02	1.062499e-01	1.724133e-01	1.287646e-01	4.364872e-02	4.255792e-02	-6.039387e-03	2.315973e-03	4.808563e-03	4.720255e-03	8.830806e-05
37            	1.995971e-01	9.329073e-02	1.063064e-01	1.724291e-01	1.285694e-01	4.385971e-02	4.235485e-02	-6.507818e-03	2.562620e-03	5.909664e-03	5.517452e-03	3.922118e-04
38            	1.990216e-01	9.264880e-02	1.063728e-01	1.726025e-01	1.284347e-01	4.416772e-02	4.213351e-02	-6.862011e-03	2.841337e-03	6.799037e-03	6.240855e-03	5.581818e-04
39            	1.985440e-01	9.219707e-02	1.063469e-01	1.727398e-01	1.282232e-01	4.451663e-02	4.185329e-02	-7.074931e-03	3.131885e-03	7.451066e-03	6.857418e-03	5.936480e-04
40            	1.981213e-01	9.189979e-02	1.062215e-01	1.730212e-01	1.280795e-01	4.494173e-02	4.156886e-02	-7.160854e-03	3.440314e-03	7.802790e-03	7.341710e-03	4.610807e-04
41            	1.978313e-01	9.176789e-02	1.060634e-01	1.732541e-01	1.280036e-01	4.525051e-02	4.137656e-02	-7.147744e-03	3.671357e-03	7.895806e-03	7.619260e-03	2.765460e-04
42            	1.976920e-01	9.169252e-02	1.059995e-01	1.733051e-01	1.280359e-01	4.526916e-02	4.138339e-02	-7.153501e-03	3.782894e-03	7.861139e-03	7.713464e-03	1.476752e-04
43            	1.977111e-01	9.153683e-02	1.061743e-01	1.731726e-01	1.281226e-01	4.504997e-02	4.153632e-02	-7.318743e-03	3.766465e-03	7.958231e-03	7.745581e-03	2.126506e-04
44            	1.978493e-01	9.122881e-02	1.066205e-01	1.729895e-01	1.283112e-01	4.467831e-02	4.181642e-02	-7.695854e-03	3.651672e-03	8.301688e-03	7.802516e-03	4.991719e-04
45            	1.980351e-01	9.075194e-02	1.072832e-01	1.729633e-01	1.285820e-01	4.438128e-02	4.210037e-02	-8.265606e-03	3.455926e-03	8.979317e-03	7.945585e-03	1.033733e-03
46            	1.982688e-01	9.015817e-02	1.081106e-01	1.730408e-01	1.288980e-01	4.414279e-02	4.237762e-02	-8.976218e-03	3.186197e-03	9.961014e-03	8.166704e-03	1.794310e-03
47            	1.984561e-01	8.950203e-02	1.089541e-01	1.732808e-01	1.291752e-01	4.410558e-02	4.253482e-02	-9.726041e-03	2.938292e-03	1.114747e-02	8.512026e-03	2.635441e-03
48            	1.986130e-01	8.884971e-02	1.097633e-01	1.736744e-01	1.294555e-01	4.421892e-02	4.261830e-02	-1.045678e-02	2.806631e-03	1.243997e-02	9.026616e-03	3.413353e-03
49            	1.986936e-01	8.826044e-02	1.104332e-01	1.740756e-01	1.296192e-01	4.445644e-02	4.258137e-02	-1.108639e-02	2.810832e-03	1.369296e-02	9.657312e-03	4.035649e-03
50            	1.987279e-01	8.773975e-02	1.109881e-01	1.745474e-01	1.297989e-01	4.474850e-02	4.252522e-02	-1.162420e-02	2.969739e-03	1.486014e-02	1.039981e-02	4.460331e-03
51            	1.987056e-01	8.731136e-02	1.113943e-01	1.750542e-01	1.299959e-01	4.505831e-02	4.246881e-02	-1.204145e-02	3.223066e-03	1.581665e-02	1.113139e-02	4.685259e-03
52            	1.986847e-01	8.703283e-02	1.116518e-01	1.756523e-01	1.303089e-01	4.534340e-02	4.248277e-02	-1.230949e-02	3.489695e-03	1.640986e-02	1.169462e-02	4.715233e-03
53            	1.985576e-01	8.688514e-02	1.116724e-01	1.763766e-01	1.305909e-01	4.578568e-02	4.240261e-02	-1.239365e-02	3.659821e-03	1.653737e-02	1.192850e-02	4.608862e-03
54            	1.984204e-01	8.689052e-02	1.115299e-01	1.772531e-01	1.309176e-01	4.633546e-02	4.229107e-02	-1.231969e-02	3.678385e-03	1.621888e-02	1.178783e-02	4.431058e-03
55            	1.982722e-01	8.697549e-02	1.112967e-01	1.780186e-01	1.311563e-01	4.686231e-02	4.214700e-02	-1.216062e-02	3.540645e-03	1.565962e-02	1.137045e-02	4.289164e-03
56            	1.982427e-01	8.713088e-02	1.111118e-01	1.785475e-01	1.314008e-01	4.714664e-02	4.212710e-02	-1.199047e-02	3.302373e-03	1.504390e-02	1.082432e-02	4.219580e-03
57            	1.981537e-01	8.717397e-02	1.109798e-01	1.787047e-01	1.314752e-01	4.722954e-02	4.212283e-02	-1.190289e-02	3.005804e-03	1.463296e-02	1.032229e-02	4.310678e-03
58            	1.980379e-01	8.709814e-02	1.109397e-01	1.785212e-01	1.314225e-01	4.709870e-02	4.216191e-02	-1.192079e-02	2.753532e-03	1.443521e-02	9.971136e-03	4.464072e-03
59            	1.978137e-01	8.679985e-02	1.110139e-01	1.780631e-01	1.311649e-01	4.689825e-02	4.213331e-02	-1.210703e-02	2.590941e-03	1.461804e-02	9.899959e-03	4.718078e-03
60            	1.975658e-01	8.638010e-02	1.111857e-01	1.774984e-01	1.308439e-01	4.665453e-02	4.209468e-02	-1.240279e-02	2.581763e-03	1.505027e-02	1.010690e-02	4.943372e-03
61            	1.973103e-01	8.585851e-02	1.114517e-01	1.769371e-01	1.304279e-01	4.650922e-02	4.195934e-02	-1.279662e-02	2.689436e-03	1.575566e-02	1.056727e-02	5.188396e-03
62            	1.971038e-01	8.536261e-02	1.117412e-01	1.764650e-01	1.299931e-01	4.647183e-02	4.176065e-02	-1.318928e-02	2.883807e-03	1.651190e-02	1.113976e-02	5.372145e-03
63            	1.969685e-01	8.493420e-02	1.120343e-01	1.762257e-01	1.296537e-01	4.657194e-02	4.154089e-02	-1.355007e-02	3.094385e-03	1.726438e-02	1.172658e-02	5.537807e-03
64            	1.969773e-01	8.467224e-02	1.123050e-01	1.761810e-01	1.294104e-01	4.677060e-02	4.131990e-02	-1.381639e-02	3.263945e-03	1.787556e-02	1.220172e-02	5.673833e-03
65            	1.971375e-01	8.459435e-02	1.125431e-01	1.762883e-01	1.292444e-01	4.704386e-02	4.110029e-02	-1.397438e-02	3.333965e-03	1.830401e-02	1.248597e-02	5.818042e-03
66            	1.974634e-01	8.472872e-02	1.127347e-01	1.765891e-01	1.292832e-01	4.730586e-02	4.098868e-02	-1.400297e-02	3.314074e-03	1.843452e-02	1.253133e-02	5.903184e-03
67            	1.978386e-01	8.496706e-02	1.128715e-01	1.770709e-01	1.294805e-01	4.759041e-02	4.094502e-02	-1.395222e-02	3.177240e-03	1.840392e-02	1.237920e-02	6.024718e-03
68            	1.982528e-01	8.530383e-02	1.129489e-01	1.775675e-01	1.297825e-01	4.778497e-02	4.099876e-02	-1.382255e-02	2.976561e-03	1.818139e-02	1.206726e-02	6.114134e-03
69            	1.985621e-01	8.565458e-02	1.129075e-01	1.780568e-01	1.300708e-01	4.798604e-02	4.104238e-02	-1.362647e-02	2.731164e-03	1.784329e-02	1.165281e-02	6.190482e-03
70            	1.987970e-01	8.603440e-02	1.127626e-01	1.784300e-01	1.303611e-01	4.806889e-02	4.114609e-02	-1.336411e-02	2.505904e-03	1.735926e-02	1.118553e-02	6.173725e-03
71            	1.989616e-01	8.637186e-02	1.125897e-01	1.787212e-01	1.305755e-01	4.814574e-02	4.121486e-02	-1.310893e-02	2.312858e-03	1.692425e-02	1.077498e-02	6.149268e-03
72            	1.990745e-01	8.669913e-02	1.123754e-01	1.789073e-01	1.307583e-01	4.814904e-02	4.130464e-02	-1.283814e-02	2.218793e-03	1.644515e-02	1.044137e-02	6.003784e-03
73            	1.991254e-01	8.693754e-02	1.121879e-01	1.790657e-01	1.308672e-01	4.819852e-02	4.133433e-02	-1.262519e-02	2.204454e-03	1.612755e-02	1.026823e-02	5.859319e-03
74            	1.991461e-01	8.709846e-02	1.120477e-01	1.791163e-01	1.309299e-01	4.818642e-02	4.137172e-02	-1.247460e-02	2.288035e-03	1.589121e-02	1.023364e-02	5.657569e-03
75            	1.991658e-01	8.716390e-02	1.120019e-01	1.790978e-01	1.309029e-01	4.819491e-02	4.135398e-02	-1.241899e-02	2.377036e-03	1.583373e-02	1.029390e-02	5.539831e-03
76            	1.991392e-01	8.719171e-02	1.119475e-01	1.790342e-01	1.308256e-01	4.820865e-02	4.130846e-02	-1.237790e-02	2.467413e-03	1.574844e-02	1.034163e-02	5.406809e-03
77            	1.991509e-01	8.724988e-02	1.119010e-01	1.790952e-01	1.308094e-01	4.828574e-02	4.126183e-02	-1.232558e-02	2.483544e-03	1.561688e-02	1.029199e-02	5.324897e-03
78            	1.991803e-01	8.737939e-02	1.118010e-01	1.791470e-01	1.308086e-01	4.833842e-02	4.123507e-02	-1.221078e-02	2.431646e-03	1.527493e-02	1.006911e-02	5.205821e-03
79            	1.992690e-01	8.760837e-02	1.116606e-01	1.792753e-01	1.308692e-01	4.840604e-02	4.123159e-02	-1.202612e-02	2.263495e-03	1.475515e-02	9.641069e-03	5.114079e-03
80            	1.993688e-01	8.791113e-02	1.114576e-01	1.794498e-01	1.310151e-01	4.843471e-02	4.129019e-02	-1.177325e-02	2.027174e-03	1.402086e-02	9.037602e-03	4.983255e-03
81            	1.995157e-01	8.821058e-02	1.113051e-01	1.797133e-01	1.312345e-01	4.847882e-02	4.137783e-02	-1.154727e-02	1.752218e-03	1.332428e-02	8.414357e-03	4.909921e-03
82            	1.996464e-01	8.842684e-02	1.112196e-01	1.799094e-01	1.314413e-01	4.846813e-02	4.148657e-02	-1.139637e-02	1.525452e-03	1.273444e-02	7.892670e-03	4.841766e-03
83            	1.997629e-01	8.845171e-02	1.113112e-01	1.800573e-01	1.316016e-01	4.845568e-02	4.157296e-02	-1.142976e-02	1.345554e-03	1.253124e-02	7.611175e-03	4.920067e-03
84            	1.998216e-01	8.826478e-02	1.115568e-01	1.800390e-01	1.316718e-01	4.836720e-02	4.165229e-02	-1.164602e-02	1.282459e-03	1.268204e-02	7.623480e-03	5.058562e-03
85            	1.998557e-01	8.788369e-02	1.119720e-01	1.798925e-01	1.316319e-01	4.826066e-02	4.168561e-02	-1.204416e-02	1.311495e-03	1.325469e-02	7.938842e-03	5.315852e-03
86            	1.998302e-01	8.735805e-02	1.124721e-01	1.795108e-01	1.314482e-01	4.806260e-02	4.169280e-02	-1.255705e-02	1.415438e-03	1.408201e-02	8.456444e-03	5.625568e-03
87            	1.997686e-01	8.669676e-02	1.130718e-01	1.790250e-01	1.311847e-01	4.784036e-02	4.167216e-02	-1.318754e-02	1.563321e-03	1.518767e-02	9.157155e-03	6.030513e-03
88            	1.997848e-01	8.622363e-02	1.135612e-01	1.785936e-01	1.309782e-01	4.761546e-02	4.168134e-02	-1.366878e-02	1.639230e-03	1.598792e-02	9.633189e-03	6.354729e-03
89            	1.998572e-01	8.575409e-02	1.141031e-01	1.781466e-01	1.307517e-01	4.739488e-02	4.167840e-02	-1.417453e-02	1.646664e-03	1.685183e-02	1.007258e-02	6.779254e-03
90            	1.999716e-01	8.544300e-02	1.145286e-01	1.778911e-01	1.306460e-01	4.724511e-02	4.170045e-02	-1.454280e-02	1.597329e-03	1.743976e-02	1.031721e-02	7.122549e-03
91            	2.001787e-01	8.521263e-02	1.149661e-01	1.777661e-01	1.306435e-01	4.712264e-02	4.176042e-02	-1.487673e-02	1.435396e-03	1.794550e-02	1.040814e-02	7.537351e-03
92            	2.003930e-01	8.506134e-02	1.153316e-01	1.778517e-01	1.307831e-01	4.706859e-02	4.185726e-02	-1.513516e-02	1.306951e-03	1.831385e-02	1.046388e-02	7.849972e-03
93            	2.006505e-01	8.484251e-02	1.158080e-01	1.779743e-01	1.309790e-01	4.699533e-02	4.199182e-02	-1.548275e-02	1.111958e-03	1.885277e-02	1.053834e-02	8.314427e-03
94            	2.009307e-01	8.469632e-02	1.162343e-01	1.781014e-01	1.312209e-01	4.688056e-02	4.217016e-02	-1.576901e-02	1.016999e-03	1.931892e-02	1.067646e-02	8.642459e-03
95            	2.012943e-01	8.435147e-02	1.169428e-01	1.782140e-01	1.315509e-01	4.666303e-02	4.244395e-02	-1.629567e-02	9.408539e-04	2.024968e-02	1.106569e-02	9.183984e-03
96            	2.015855e-01	8.405285e-02	1.175326e-01	1.782718e-01	1.318167e-01	4.645512e-02	4.268079e-02	-1.673989e-02	9.540046e-04	2.109157e-02	1.149979e-02	9.591780e-03
97            	2.019156e-01	8.369285e-02	1.182228e-01	1.783011e-01	1.320695e-01	4.623158e-02	4.291895e-02	-1.726496e-02	1.030868e-03	2.214300e-02	1.210237e-02	1.004063e-02
98            	2.021201e-01	8.323741e-02	1.188827e-01	1.781674e-01	1.321860e-01	4.598137e-02	4.310232e-02	-1.782267e-02	1.158157e-03	2.328888e-02	1.280260e-02	1.048628e-02
99            	2.022955e-01	8.277475e-02	1.195207e-01	1.781319e-01	1.323135e-01	4.581838e-02	4.324756e-02	-1.837299e-02	1.281238e-03	2.446324e-02	1.351286e-02	1.095038e-02
100           	2.023372e-01	8.235334e-02	1.199838e-01	1.779555e-01	1.322798e-01	4.567570e-02	4.330204e-02	-1.881525e-02	1.382998e-03	2.543179e-02	1.409889e-02	1.133290e-02
101           	2.023702e-01	8.203319e-02	1.203370e-01	1.779426e-01	1.322851e-01	4.565746e-02	4.331384e-02	-1.915189e-02	1.415861e-03	2.617287e-02	1.450229e-02	1.167057e-02
102           	2.022584e-01	8.179909e-02	1.204593e-01	1.778797e-01	1.321865e-01	4.569325e-02	4.324663e-02	-1.933011e-02	1.397273e-03	2.654842e-02	1.467148e-02	1.187694e-02
103           	2.022376e-01	8.173100e-02	1.205067e-01	1.779887e-01	1.321862e-01	4.580255e-02	4.319181e-02	-1.938783e-02	1.309944e-03	2.664549e-02	1.463269e-02	1.201280e-02
104           	2.021611e-01	8.175098e-02	1.204101e-01	1.780410e-01	1.321365e-01	4.590447e-02	4.311602e-02	-1.932957e-02	1.187398e-03	2.645506e-02	1.441493e-02	1.204013e-02
105           	2.021735e-01	8.185763e-02	1.203159e-01	1.782322e-01	1.321998e-01	4.603247e-02	4.308365e-02	-1.922913e-02	1.045727e-03	2.614165e-02	1.411655e-02	1.202510e-02
106           	2.021600e-01	8.197631e-02	1.201837e-01	1.782605e-01	1.322021e-01	4.605848e-02	4.307179e-02	-1.910367e-02	9.324303e-04	2.574904e-02	1.380695e-02	1.194209e-02
107           	2.022287e-01	8.205246e-02	1.201762e-01	1.783096e-01	1.322476e-01	4.606197e-02	4.309281e-02	-1.906186e-02	8.545795e-04	2.552923e-02	1.361919e-02	1.191004e-02
108           	2.022079e-01	8.205285e-02	1.201551e-01	1.781738e-01	1.321773e-01	4.599656e-02	4.309035e-02	-1.905111e-02	8.777933e-04	2.537282e-02	1.356420e-02	1.180861e-02
109           	2.022173e-01	8.196193e-02	1.202554e-01	1.780916e-01	1.321326e-01	4.595905e-02	4.308677e-02	-1.914673e-02	9.717710e-04	2.546046e-02	1.370200e-02	1.175846e-02
110           	2.021019e-01	8.174339e-02	1.203586e-01	1.778520e-01	1.319477e-01	4.590425e-02	4.302173e-02	-1.930758e-02	1.143848e-03	2.570751e-02	1.399760e-02	1.170991e-02
111           	2.019527e-01	8.143712e-02	1.205156e-01	1.777206e-01	1.317566e-01	4.596408e-02	4.289624e-02	-1.953923e-02	1.358727e-03	2.613751e-02	1.442748e-02	1.171003e-02
112           	2.016624e-01	8.108694e-02	1.205755e-01	1.775119e-01	1.314497e-01	4.606221e-02	4.269375e-02	-1.974428e-02	1.593844e-03	2.654109e-02	1.486439e-02	1.167670e-02
113           	2.013952e-01	8.077902e-02	1.206162e-01	1.774767e-01	1.311970e-01	4.627969e-02	4.245867e-02	-1.991859e-02	1.781086e-03	2.693287e-02	1.524752e-02	1.168535e-02
114           	2.009904e-01	8.053076e-02	1.204596e-01	1.773716e-01	1.308282e-01	4.654342e-02	4.214240e-02	-1.996443e-02	1.922579e-03	2.708880e-02	1.546698e-02	1.162182e-02
115           	2.006347e-01	8.042417e-02	1.202105e-01	1.774317e-01	1.305349e-01	4.689680e-02	4.181906e-02	-1.989317e-02	1.978239e-03	2.705030e-02	1.550339e-02	1.154691e-02
116           	2.002667e-01	8.046904e-02	1.197976e-01	1.774638e-01	1.302478e-01	4.721598e-02	4.151591e-02	-1.966430e-02	1.961577e-03	2.667521e-02	1.529918e-02	1.137603e-02
117           	2.000337e-01	8.069078e-02	1.193429e-01	1.776405e-01	1.300900e-01	4.755049e-02	4.126977e-02	-1.932605e-02	1.886004e-03	2.608763e-02	1.492982e-02	1.115781e-02
118           	1.998691e-01	8.101765e-02	1.188514e-01	1.777581e-01	1.299837e-01	4.777439e-02	4.110468e-02	-1.891688e-02	1.787528e-03	2.533403e-02	1.445455e-02	1.087949e-02
119           	1.998670e-01	8.139525e-02	1.184717e-01	1.779871e-01	1.300398e-01	4.794735e-02	4.104620e-02	-1.853824e-02	1.659179e-03	2.467570e-02	1.399703e-02	1.067867e-02
120           	1.998977e-01	8.176545e-02	1.181322e-01	1.780460e-01	1.300789e-01	4.796715e-02	4.105586e-02	-1.818337e-02	1.559237e-03	2.405931e-02	1.358889e-02	1.047042e-02
121           	1.999975e-01	8.208208e-02	1.179154e-01	1.781545e-01	1.301909e-01	4.796366e-02	4.111360e-02	-1.791668e-02	1.472647e-03	2.365896e-02	1.330213e-02	1.035683e-02
122           	2.000844e-01	8.233083e-02	1.177536e-01	1.780471e-01	1.302209e-01	4.782622e-02	4.119735e-02	-1.771139e-02	1.429103e-03	2.341075e-02	1.313448e-02	1.027627e-02
123           	2.001944e-01	8.250753e-02	1.176869e-01	1.780139e-01	1.302935e-01	4.772037e-02	4.128658e-02	-1.758967e-02	1.424953e-03	2.337419e-02	1.311205e-02	1.026214e-02
124           	2.001890e-01	8.258166e-02	1.176073e-01	1.778485e-01	1.302109e-01	4.763762e-02	4.128663e-02	-1.751282e-02	1.480871e-03	2.341918e-02	1.319046e-02	1.022872e-02
125           	2.001893e-01	8.261415e-02	1.175751e-01	1.777481e-01	1.301395e-01	4.760867e-02	4.126540e-02	-1.748049e-02	1.534836e-03	2.361383e-02	1.334175e-02	1.027208e-02
126           	2.000977e-01	8.262825e-02	1.174694e-01	1.775575e-01	1.299541e-01	4.760341e-02	4.117536e-02	-1.742057e-02	1.623711e-03	2.373938e-02	1.349340e-02	1.024598e-02
127           	1.999841e-01	8.261759e-02	1.173665e-01	1.775208e-01	1.298072e-01	4.771354e-02	4.104684e-02	-1.737446e-02	1.701483e-03	2.388468e-02	1.364382e-02	1.024086e-02
128           	1.998419e-01	8.266421e-02	1.171777e-01	1.773968e-01	1.295945e-01	4.780232e-02	4.089610e-02	-1.725675e-02	1.785392e-03	2.385930e-02	1.371504e-02	1.014426e-02
129           	1.996437e-01	8.261439e-02	1.170293e-01	1.774917e-01	1.294631e-01	4.802853e-02	4.071730e-02	-1.720748e-02	1.818616e-03	2.389286e-02	1.376505e-02	1.012781e-02
130           	1.994730e-01	8.272651e-02	1.167465e-01	1.775619e-01	1.293321e-01	4.822974e-02	4.055119e-02	-1.700999e-02	1.848556e-03	2.360426e-02	1.365068e-02	9.953571e-03
131           	1.993191e-01	8.271357e-02	1.166055e-01	1.777709e-01	1.292972e-01	4.847372e-02	4.041172e-02	-1.694599e-02	1.842316e-03	2.352160e-02	1.360312e-02	9.918484e-03
132           	1.991241e-01	8.281413e-02	1.163100e-01	1.779663e-01	1.292341e-01	4.873216e-02	4.025099e-02	-1.674794e-02	1.822541e-03	2.313653e-02	1.339081e-02	9.745727e-03
133           	1.990402e-01	8.283178e-02	1.162084e-01	1.782278e-01	1.293016e-01	4.892611e-02	4.018777e-02	-1.668830e-02	1.805341e-03	2.301310e-02	1.331189e-02	9.701210e-03
134           	1.989725e-01	8.289986e-02	1.160726e-01	1.784493e-01	1.293696e-01	4.907973e-02	4.014492e-02	-1.658639e-02	1.793760e-03	2.277386e-02	1.318069e-02	9.593172e-03
135           	1.990309e-01	8.294234e-02	1.160886e-01	1.786779e-01	1.295150e-01	4.916289e-02	4.017606e-02	-1.657313e-02	1.807495e-03	2.273022e-02	1.317261e-02	9.557617e-03
